word,count
need anything,2
you simply,2
system in,2
a whooping,2
did something,2
ditch it,2
i'm proud,2
shop at,2
f i,2
first yeah,2
bob and,2
when's the,2
gaping hole,2
empire state,2
stuck his,2
gay little,2
creator and,2
i'm insane,2
style all,2
can raise,2
rhyme i'm,2
always mean,2
born a,2
put here,2
trick in,2
brought a,2
fight when,2
a snap,2
that took,2
am don't,2
red face,2
a square,2
ain't big,2
going blind,2
on falling,2
my empty,2
hole inside,2
you eye,2
the f***in,2
hell oh,2
empty please,2
a c,2
myself show,2
f it,2
stroke your,2
back why,2
me hello,2
sips of,2
i'll grab,2
plate of,2
and you'd,2
he's acting,2
a beer,2
still talks,2
mind too,2
couch i'm,2
a bouncing,2
a vicodin,2
excuse you,2
proof so,2
new rules,2
to about,2
out an,2
thing it,2
glad we,2
time together,2
together see,2
can't call,2
it same,2
shit different,2
fuckin you,2
you slam,2
all started,2
my pimping,2
april but,2
the kissy,2
face please,2
again dynamite,2
so dynamite,2
last boyfriend,2
panic when,2
i grabbed,2
floor let's,2
happen soon,2
a lineup,2
going no,2
don't disturb,2
words i'm,2
nigga chorus,2
stop everybody,2
tryna run,2
the shoot,2
is runnin,2
people shot,2
st andrew's,2
messed around,2
at i'm,2
slip through,2
cats is,2
hugged her,2
shield and,2
she yellin,2
38 i,2
that damn,2
is flat,2
black mitsubishi,2
the clique,2
we beefin,2
swear man,2
leavin a,2
strut my,2
hoes up,2
camp out,2
some odd,2
some come,2
come walk,2
the parkin,2
one bitch,2
minute i,2
run so,2
her god,2
shootin it,2
drunk with,2
with revenge,2
neck for,2
meet him,2
think everyone's,2
jealous and,2
because these,2
fuckin god,2
me suck,2
fellas get,2
yellin all,2
stage so,2
knife on,2
despise me,2
that dressing,2
thinkin he,2
an interview,2
two you,2
our mics,2
man i'ma,2
man shut,2
the amusement,2
amusement park,2
these guys,2
goddammit i'm,2
beats and,2
back fuck,2
get buff,2
d12 i'm,2
just tears,2
name these,2
ha but,2
cuz once,2
band the,2
the girl's,2
it's called,2
salsa my,2
girls wan,2
underpants my,2
raps and,2
happy i'm,2
why stop,2
say enough,2
what'll happen,2
the goal,2
post and,2
last can,2
was washed,2
an adapter,2
open if,2
what like,2
and gun,2
gun it,2
a rut,2
whole existence,2
music shit,2
get thrown,2
thrown in,2
spit but,2
one do,2
quit so,2
so pull,2
be fucking,2
back wanna,2
i'm obsessed,2
the contrary,2
loud enough,2
to murder,2
my career,2
6 months,2
drunk to,2
second base,2
week we,2
i'm embarrassing,2
dare say,2
the song's,2
from getting,2
oh did,2
check ya,2
climb i,2
house you,2
of cribs,2
shot before,2
were trying,2
whisper sweet,2
nothing yeah,2
memory when,2
you'll still,2
not anymore,2
her alone,2
don't stick,2
others low,2
key with,2
favors what,2
favors everything,2
favors i'm,2
a seven,2
i toss,2
life tell,2
flow but,2
don don,2
sick with,2
the laugh,2
deals i,2
veins so,2
everything's a,2
the angles,2
was beat,2
out never,2
flavor i,2
paper so,2
lee curtis,2
a pat,2
stomach growl,2
tongue is,2
a thunder,2
and nose,2
road runner,2
so stubborn,2
brand go,2
yourself right,2
true have,2
nothing get,2
this motherfucking,2
cloud over,2
did ya,2
somehow now,2
loud that,2
i shout,2
mountain of,2
doubt cause,2
kept going,2
next but,2
gone cause,2
someone told,2
that kings,2
sob story,2
liar don't,2
choir you,2
dig deep,2
take shit,2
show out,2
track with,2
to retire,2
retire tell,2
new artists,2
changed in,2
as days,2
some want,2
i'm awesome,2
stacked against,2
anymore if,2
bitches don't,2
don't duck,2
dope all,2
tossed in,2
these moments,2
earth you,2
a pure,2
kindness for,2
silver screen,2
the theme,2
beat ain't,2
feeling to,2
god just,2
around forever,2
not jasmine,2
jasmine i'm,2
i'm aladdin,2
aladdin so,2
ahead these,2
these bums,2
is laggin,2
laggin see,2
thing bums,2
gaggin i'm,2
dragon i'm,2
dragon look,2
show footage,2
footage how,2
spazzin so,2
like gettin,2
a has-been,2
has-been yeah,2
it has-been,2
has-been hang,2
up flat,2
flat screen,2
screen haha,2
haha plasma,2
plasma hey,2
nicki hey,2
nicki asthma,2
asthma i,2
the pumps,2
pumps it,2
got medicine,2
bars sentencin,2
sentencin i'm,2
a cunt,2
cunt and,2
hoe punt,2
punt forced,2
forced trauma,2
minaj is,2
lil brag,2
brag a,2
a pad-a-lock,2
pad-a-lock i,2
movie camera,2
camera block,2
outta work,2
enough raah,2
dragon i,2
into s,2
m but,2
my whip's,2
whip's off,2
chain a,2
little drop,2
of candy,2
paint drips,2
drips off,2
frame twisted-ass,2
twisted-ass mind,2
a pretzel,2
pretzel for,2
brain an,2
eraser for,2
head fuckin,2
fuckin pencil,2
pencil for,2
bitch every,2
last woman,2
earth i'll,2
kill off,2
still wouldn't,2
wouldn't fuck,2
slut so,2
grill off,2
i'll piss,2
piss a,2
meal off,2
wheels turnin,2
turnin spin,2
and wheel,2
off snap,2
the axel,2
axel in,2
half bust,2
the tie-rod,2
tie-rod quit,2
hollerin why,2
it bygones'll,2
bygones'll never,2
finished swallowin,2
swallowin my,2
my wad,2
wad i,2
finished blowin,2
blowin it,2
nice bra,2
it'll fit,2
tough titty,2
titty bitch,2
bitch life's,2
life's hard,2
god life,2
blonde white,2
white broad,2
bad dye,2
dye job,2
job who,2
fuckin tightwad,2
tightwad so,2
so finally,2
an ipod,2
ipod and,2
her stealin,2
stealin my,2
and legs,2
bed set,2
pissed twice,2
twice on,2
look two,2
two pees,2
pees and,2
tripod the,2
moral to,2
is life's,2
treatin you,2
dry sod,2
sod kick,2
minaj you,2
sight quite,2
quite odd,2
odd but,2
why bitch,2
bitch ask,2
the wo-world,2
wo-world is,2
my punchin,2
punchin bag,2
i'm garbage,2
garbage you're,2
of maggots,2
maggots make,2
on scrunch,2
scrunch it,2
target so,2
can lunge,2
lunge and,2
and attack,2
a raah,2
they musta,2
musta bumped,2
bumped your,2
your wagon,2
wagon you,2
you musta,2
musta went,2
just choked,2
choked in,2
traffic i-i-i-i-is,2
i-i-i-i-is is,2
the thanks,2
thanks that,2
for puttin,2
puttin you,2
bitches gone,2
gone shoulda,2
shoulda sent,2
a thank-you,2
thank-you note,2
little ho,2
i'ma wrap,2
your coffin,2
coffin with,2
bow ni-ni-ni,2
ni-ni-ni nicki,2
spot word,2
bitch mad,2
spot well,2
ain't shittin,2
shittin then,2
pot got,2
brooklyn that'll,2
that'll off,2
top i-i-i-i,2
i-i-i-i hear,2
them mumblin,2
mumblin i,2
the cacklin,2
cacklin i,2
scared shook,2
shook panickin,2
panickin overseas,2
overseas church,2
church vatican,2
vatican you,2
still mannequin,2
me overnight,2
overnight i'm,2
motherfuckin boss,2
boss overwrite,2
overwrite and,2
up vroom,2
vroom motorbike,2
motorbike now,2
gettin buck,2
buck overbite,2
overbite i,2
them dusty-ass,2
dusty-ass filas,2
filas levi's,2
raggedy-ass holes,2
your knee-highs,2
eli manning,2
eli ma,2
ma ma-ma-ma-ma,2
ma-ma-ma-ma manning,2
eli these,2
eli a-a-a-a-all,2
a-a-a-a-all you,2
lil fagots,2
fagots can,2
homo but,2
like refrigerator,2
refrigerator magnets,2
magnets and,2
i'm crooked,2
crooked enough,2
make straitjackets,2
straitjackets bend,2
bend yeah,2
again bitch,2
keep actin,2
same passion,2
right still,2
hungry my,2
ass dicks,2
dicks had,2
had gastric,2
gastric bypass,2
bypass ain't,2
hot enough,2
dry grass,2
and bout,2
as violent,2
violent as,2
as hair,2
on eyelids,2
eyelids eyelash,2
eyelash go,2
a flyin,2
flyin leap,2
fuckin balcony,2
balcony fore,2
i shove,2
a falcon,2
falcon wing,2
wing up,2
fly ass,2
when shady,2
and nicki's,2
nicki's worlds,2
worlds clash,2
clash it's,2
class meets,2
meets white,2
trash raah,2
dragon roman,2
roman roman,2
roman stop,2
boy slim,2
shady what's,2
they'll lock,2
away they'll,2
they'll put,2
jail cell,2
cell i,2
promise take,2
mother's warning,2
warning roman,2
roman please,2
please back,2
bed run,2
run along,2
on wash,2
with soap,2
soap boys,2
realized she,2
about bein,2
broke no,2
more these,2
i'm triple,2
neck while,2
hangs on,2
they kill,2
with shady,2
cause shady,2
shady will,2
will fuckin,2
fuckin kill,2
buck with,2
devil to,2
insult and,2
probably end,2
the tenth,2
forest a,2
wash it,2
box on,2
your stereo,2
in yours,2
things cause,2
your lungs,2
care my,2
more ooh,2
door what,2
river fallin,2
deeper every,2
else do,2
pain hey,2
me ooo,2
ooo baby,2
eyes hey,2
it everyday,2
as wet,2
rain how,2
insane crazy,2
wet u,2
wet you,2
warm enough,2
apart girl,2
gotta always,2
or mine,2
nothing better,2
as there,2
together or,2
grow stronger,2
stronger everyday,2
very careful,2
blue you're,2
goin you,2
dream cause,2
thing keeps,2
had everything,2
shining i,2
day crying,2
nights all,2
just crying,2
head never,2
to till,2
now lover,2
lover can't,2
how never,2
kinda funny,2
get discouraged,2
discouraged cause,2
wanna pressure,2
long make,2
oh lover,2
enough what,2
when i'd,2
almost taste,2
other's arms,2
guess my,2
we've come,2
bambi can't,2
understand bambi,2
bambi it's,2
say maybe,2
lovers they,2
they're doing,2
doing to,2
and brokenhearted,2
star above,2
around people,2
waiting don't,2
inside there's,2
a physical,2
for quite,2
quite some,2
take forever,2
you giving,2
everylittlesinglething that,2
need lonely,2
whatever's in,2
gay paree,2
need oh,2
lonely oh,2
resist oh,2
daddy's car,2
while if,2
misunderstand me,2
fool around,2
mind whenever,2
let all,2
friends come,2
strange you,2
never cared,2
he's with,2
mine yeah,2
waiting such,2
bloody long,2
easy is,2
easy when,2
to hug,2
i drown,2
drown baby,2
right do,2
night do,2
again cuz,2
cuz we're,2
as blue,2
blue as,2
stop ah,2
once your,2
your fine,2
strangers but,2
play baby,2
baby didn't,2
much she,2
no are,2
myself said,2
society and,2
care it's,2
there everybody's,2
be uptown,2
body hot,2
hot get,2
going everybody's,2
uptown yeah,2
c'mon you,2
have stopped,2
undressed and,2
oh head,2
no head,2
funny way,2
sister don't,2
street again,2
sister ooh,2
party got,2
revolutionary rock,2
goin uptown,2
uptown baby,2
uh got,2
about what's,2
no truth,2
it fair,2
yeah party,2
things people,2
father who,2
art in,2
and forgive,2
not into,2
temptation but,2
kingdom and,2
rude people,2
u tonight,2
c'mon everybody,2
new age,2
no flash,2
again they're,2
who teach,2
u listening,2
alcohol and,2
what's to,2
sexuality i'm,2
free sexuality,2
room staring,2
long baby,2
before give,2
of season,2
wanna close,2
nobody bout,2
toy all,2
kids would,2
little private,2
joy my,2
joy private,2
joy you,2
little lover,2
joy shoot,2
joy come,2
strangled valentino,2
late ronnie,2
zoo but,2
guerillas you,2
ronnie if,2
ya ronnie,2
world before,2
work let's,2
how show,2
work alright,2
work nothing,2
how oh,2
comes let's,2
work we'll,2
us let's,2
christian wanted,2
say u're,2
gun she,2
down cold,2
gun control,2
movie show,2
good come,2
my neighborhood,2
like i'll,2
a worthy,2
worthy cause,2
say we'll,2
steer as,2
fact u,2
dreamin when,2
people runnin,2
1999 i,2
meant 2,2
2 last,2
u didn't,2
he's ready,2
2 roar,2
die any,2
it 1,2
1 more,2
time two,2
oww yeah,2
1999 don'tcha,2
don'tcha wanna,2
go 1999,2
2 what,2
party c'mon,2
party everybody,2
ground say,2
party come,2
mommy why,2
does everybody,2
known by,2
that believes,2
used but,2
was saturday,2
fast oh,2
saw all,2
fast little,2
corvette cause,2
don't you're,2
corvette right,2
you're movin,2
last girl,2
so smooth,2
uh that's,2
delirious whenever,2
can't steer,2
delirious i,2
body gets,2
hardly stand,2
runnin hot,2
cuz if,2
gonna explode,2
explode and,2
take i,2
yours 2,2
2 help,2
say let's,2
my fantasy,2
what c'mon,2
oh darlin,2
together ooh-we-sha-sha-coo-coo-yeah,2
let's ball,2
hurts it,2
be nasty,2
taste out,2
fool i'm,2
another life,2
floor what,2
loosen up,2
a deeper,2
romance oh,2
nevermind your,2
underwear i,2
hands now,2
is dance,2
romance somebody,2
romance d.m.s.r,2
all take,2
rock can,2
song ooh,2
1 time,2
forgive u,2
do a-u-t-o-matic,2
leave u,2
an automatic,2
automatic fool,2
back forever,2
automatic a-u-t-o-matic,2
a-u-t-o-matic i'll,2
2 a-u-t-o-matic,2
wrong that's,2
babe a-u-t-o-matic,2
u hey,2
yeah a-u-t-o-matic,2
baby a-u-t-o-matic,2
only pray,2
bed can,2
i'm naked,2
mercy don't,2
else like,2
could understand,2
understand u,2
u you're,2
u that's,2
me a-u-t-o-matic,2
addicted 2,2
pleasure i'm,2
compute does,2
women make,2
drink cuz,2
cuz why,2
bad some,2
kinda cute,2
guess u,2
1 of,2
your fans,2
starts it,2
r must,2
drink so,2
i second,2
u anything,2
drink tell,2
falling rain,2
don't smile,2
guilty cuz,2
r we,2
soldiers are,2
all fight,2
most important,2
right 2,2
and glad,2
driver can,2
me outta,2
window fast,2
last lady,2
lady i'm,2
baby drive,2
honey let's,2
go everywhere,2
the cab,2
born like,2
handsome and,2
war this,2
4 that,2
sam and,2
the tourists,2
tourists at,2
at disneyland,2
this 1,2
that blows,2
or slow,2
matter in,2
could cut,2
play what,2
headed 4,2
4 but,2
you're cool,2
york it's,2
as sharp,2
up u,2
it appears,2
tonight a,2
that'll do,2
believe but,2
free tonight,2
world i'll,2
won't fly,2
fly 2,2
baby only,2
yeah please,2
plane is,2
any reason,2
pressure i,2
flow of,2
close 2,2
u please,2
2 satisfaction,2
upright and,2
beloved we,2
gathered here,2
u there's,2
the afterworld,2
u call,2
dr everything'll,2
baby cuz,2
cuz in,2
than in,2
tries 2,2
in take,2
a friendly,2
word she,2
floor sex,2
banana til,2
truck let's,2
go we're,2
live now,2
nuts yeah,2
hang tough,2
disguise the,2
other oh,2
mansion i,2
town all,2
2 spend,2
u stay,2
u everytime,2
perfect picture,2
begin yes,2
the machinery,2
the righteous,2
righteous 1,2
1 computer,2
computer blue,2
her castle,2
body will,2
mercy but,2
found was,2
time call,2
little prince,2
soon coming,2
dig if,2
darling can,2
other this,2
it trembles,2
all tied,2
am something,2
lover i'm,2
why cuz,2
sinner i,2
human i,2
4 hey,2
rich on,2
through u,2
turn u,2
know ain't,2
out better,2
late just,2
waste oh,2
baby somebody,2
taste is,2
any pain,2
bathing in,2
of friend,2
friend baby,2
our friendship,2
heart open,2
hand i'll,2
babies sing,2
shouting no,2
shouting the,2
side is,2
it speaks,2
peace ask,2
ask where,2
the pier,2
died without,2
sad so,2
in paisley,2
man cry,2
whoever said,2
any rules,2
park paisley,2
paris whom,2
letter 2,2
hoping she,2
answer back,2
now wasn't,2
acting out,2
a whim,2
him 4,2
a terminal,2
u driving,2
phase but,2
but ooh-ooh,2
ooh-ooh every,2
the daisies,2
daisies in,2
yard there,2
woman from,2
funny faces,2
girl there,2
3 yeah,2
several times,2
busy doing,2
before that's,2
out door,2
nerve 2,2
do her,2
farm i,2
2 bright,2
a stroke,2
as fine,2
the raspberry,2
raspberry women,2
women gone,2
god here,2
go falling,2
my tamborine,2
tamborine long,2
nights tamborine,2
stands with,2
2 settle,2
only word,2
word that's,2
happy she,2
free freedom,2
joy peace,2
went 2,2
2 school,2
school they,2
pledge allegiance,2
nothing made,2
a mushroom,2
boom the,2
bomb go,2
girl boy,2
no curl,2
anybody living,2
there u,2
putting in,2
money goes,2
of addiction,2
knew not,2
from nor,2
nor where,2
4 him,2
ladder everybody's,2
time spent,2
friend will,2
end what's,2
steps you,2
everybody everybody's,2
story how,2
started started,2
end started,2
story what's,2
climb u,2
go everybody,2
end will,2
pop go,2
go mama,2
a vice,2
vice and,2
hot water,2
guilty in,2
first degree,2
yours baby,2
party where,2
mama when,2
bodies touch,2
must temptation,2
body working,2
temptation i'm,2
temptation people,2
things oh,2
temptation oh,2
lover a,2
worst way,2
her 4,2
everyone come,2
come behold,2
behold christopher,2
show will,2
made everyone,2
everyone should,2
the chord,2
runs 2,2
2 his,2
is inside,2
honey we've,2
honey 4,2
4 2,2
fishing in,2
life honey,2
one let,2
ya i'll,2
are far,2
stay where,2
am poor,2
born 2,2
guess we'll,2
only knew,2
knew her,2
they loved,2
birds do,2
pride was,2
strong it,2
raining baby,2
belle vous,2
other end,2
si fort,2
could smell,2
and rest,2
baby je,2
je sais,2
sais que,2
u'll like,2
je vous,2
i'll wrap,2
legs around,2
je vais,2
faire l'amour,2
meet i,2
mama is,2
after dawn,2
u from,2
lips said,2
much feel,2
was joy,2
eggs are,2
with milk,2
milk from,2
glories never,2
nice life,2
shivering madly,2
your embrace,2
nice a,2
world paradise,2
stood so,2
somebody broke,2
sea would,2
sea love,2
conquer if,2
yeah africa,2
guitars and,2
bobby on,2
sing there's,2
boudoir i,2
someone 2,2
another human's,2
human's touch,2
frown cause,2
cause u're,2
u're uptown,2
cry from,2
artificial tears,2
around u're,2
uptown and,2
down goin,2
baby from,2
dawn you,2
your muah,2
muah kiss,2
dirty baby,2
impress me,2
women not,2
mama not,2
your food,2
more u,2
duty in,2
had big,2
another someone,2
sun i'm,2
knee yeah,2
lord u,2
lover u,2
head hole,2
other just,2
last tear,2
guess he's,2
4 tracy,2
tracy because,2
those kind,2
cars don't,2
u every,2
ain't always,2
way sometimes,2
unafraid of,2
death that,2
that left,2
picture i,2
could cry,2
my tracy,2
found another,2
another friend,2
disease with,2
girlfriend came,2
tellin u,2
cousin tried,2
it's silly,2
silly no,2
still wants,2
fly some,2
man truly,2
truly dies,2
dies oh,2
night falls,2
falls and,2
sign o,2
time sign,2
hurry before,2
free without,2
line we,2
meet u,2
u meet,2
miss u,2
him we're,2
teach him,2
big white,2
them do,2
no come,2
drummer do,2
thang drummer,2
la shut,2
damn tell,2
the quake,2
2 rock,2
housequake everybody,2
round housequake,2
housequake in,2
funky town,2
drum is,2
u put,2
foot down,2
the housequake,2
does anybody,2
let's jam,2
housequake u,2
the twist,2
2 heaven,2
run hey,2
your neighbors,2
body let,2
housequake my,2
lord housequake,2
it housequake,2
rock come,2
housequake come,2
follow it,2
land everybody,2
dorothy was,2
the promenade,2
worked the,2
violent room,2
with lovers,2
someone with,2
a quicker,2
said sounds,2
me kinda,2
say cuz,2
calling can't,2
did let,2
parker well,2
be guilty,2
honesty all,2
time think,2
stood at,2
opened it,2
jam starfish,2
happy face,2
face just,2
wall in,2
starfish in,2
mine let's,2
4 he,2
slow just,2
easy slow,2
love's in,2
thing barely,2
21 hot,2
thing looking,2
4 big,2
knew u,2
thing maybe,2
u found,2
wait 2,2
home hot,2
man's life,2
would rain,2
2 forever,2
keep u,2
life forever,2
life la,2
man's journey,2
journey there,2
rather walk,2
u than,2
than walk,2
alone u,2
feelin last,2
da forever,2
are folks,2
folks the,2
boy versus,2
versus girl,2
series of,2
love tell,2
u walked,2
tough baby,2
color u,2
u peach,2
peach and,2
black color,2
color me,2
crucial i,2
wantcha you've,2
rammin u,2
u must'a,2
must'a took,2
took u,2
hour just,2
everybody's inspected,2
say an,2
look there's,2
please boy,2
u remember,2
u forgot,2
a best,2
dress u,2
u pick,2
pick out,2
clothes before,2
out not,2
helpless but,2
those are,2
bein in,2
in love's,2
me wash,2
sayin you're,2
girlfriend but,2
friend i'll,2
undress in,2
just trust,2
u naked,2
a ballet,2
what silence,2
like winter,2
winter but,2
hell u,2
the self,2
self respect,2
line i'll,2
u mine,2
fade it,2
only last,2
gone 2,2
lookin alright,2
and wanted,2
die he,2
stop cryin,2
u wouldn't,2
day stormy,2
sight don't,2
coming don't,2
cross ghettos,2
ghettos 2,2
us flowers,2
flowers 2,2
be bread,2
bread 4,2
just bear,2
her children,2
problems some,2
are big,2
alright tonight,2
it oh-we-oh-oooh,2
singin y'all,2
night verse,2
yo rap,2
together come,2
ready paris,2
night two,2
chair you,2
nobody said,2
table with,2
us i've,2
both went,2
a cheerful,2
they toddled,2
cried as,2
a beetle,2
their house,2
dine on,2
baby way,2
louder y'all,2
y'all oh-we-oh-ooh,2
alright y'all,2
y'all everybody,2
groove come,2
yeah until,2
god one,2
day struck,2
me blind,2
blind your,2
beauty i'd,2
define just,2
2 call,2
u took,2
i your,2
why until,2
pourin down,2
is serious,2
case u,2
taste a,2
nothin baby,2
said nothin,2
you're mean,2
u adore,2
chorus repeated,2
mother more,2
u child,2
last words,2
words u,2
and sugar,2
sugar is,2
sweet clap,2
stomp your,2
feet everybody,2
love calls,2
calls u,2
reason my,2
clear is,2
no smack,2
what spooky,2
electric say,2
not ok,2
no til,2
ok cuz,2
cuz lovesexy,2
lovesexy is,2
one til,2
done hundalasiliah,2
way til,2
savoir faire,2
2 swing,2
away say,2
now raise,2
above yes,2
2 open,2
crowd noise,2
girlfriend the,2
the vine,2
symbol of,2
glory i've,2
she'll want,2
feet yeah,2
daddy's thunderbird,2
66 67,2
her 2,2
tennessee yeah,2
this cruel,2
cat we,2
give 2,2
2 us,2
us slow,2
slow cause,2
go talk,2
good 2,2
waste put,2
fall put,2
tastes good,2
u jerk,2
jerk your,2
a horny,2
now run,2
while u're,2
street no,2
oh alphabet,2
it's alive,2
transcend the,2
physical one,2
one touch,2
i'm satisfied,2
magical glam,2
and u're,2
butterfly straight,2
stay it's,2
world have,2
take any,2
me praise,2
me craze,2
craze me,2
this space,2
music late,2
late nothing,2
nothing great,2
great no,2
2 differentiate,2
ghost and,2
just learn,2
mind maybe,2
2 god,2
child from,2
on 4,2
how no,2
repeated over,2
sky tell,2
tune they,2
happenin what,2
round get,2
say more,2
dance it,2
race cars,2
burn rubber,2
rubber in,2
it morning,2
know heaven's,2
away kiss,2
touched it,2
else no,2
that heaven's,2
caught by,2
hair 4,2
2 listen,2
play house,2
lovesexy u,2
fair she,2
looked tonight,2
brightest star,2
star appeals,2
anything let,2
whisper secrets,2
secrets only,2
they 2,2
stomachs will,2
will pound,2
pound every,2
other comes,2
falling leaves,2
leaves will,2
will appear,2
appear 2,2
like slow,2
motion rain,2
rain slow,2
motion slow,2
motion when,2
be faster,2
train drop,2
drop water,2
water come,2
love l.o.v.e,2
l.o.v.e l.o.v,2
l.o.v can,2
bodies shiver,2
shiver at,2
the mere,2
mere contemplation,2
contemplation of,2
act let,2
the actual,2
actual act,2
v of,2
this thought,2
pack come,2
it's 7,2
la do,2
do la,2
yo father,2
u sleep,2
yes na,2
school at,2
13 years,2
of age,2
blame when,2
race help,2
court sing,2
and tries,2
a 57,2
spooky and,2
he crawls,2
crawls 4,2
4 don't,2
love honesty,2
peace harmony,2
said hold,2
soul we,2
jerk systematic,2
systematic overthrow,2
the underclass,2
underclass hollywood,2
hollywood conjures,2
conjures images,2
past new,2
last i've,2
x like,2
razor blades,2
paper cup,2
cup he,2
say 2,2
no i've,2
loaded pistol,2
pistol 2,2
would our,2
been different,2
knew i've,2
be think,2
rocked us,2
makin us,2
a trippy,2
trippy picture,2
crimes-oh u,2
something it,2
lovin u,2
u lovin,2
somebody if,2
yeah 4,2
future crimes,2
orion's arms,2
wide enough,2
together although,2
although we're,2
we're worlds,2
apart i'd,2
my comfort,2
maybe time,2
prayer 4,2
never fail,2
2 light,2
been drowning,2
be that's,2
gentlemen let's,2
all hail,2
old gather,2
round yeah,2
funky the,2
the funkiest,2
yeah somebody,2
no pictures,2
north east,2
south in,2
town ain't,2
wants me,2
lonely so,2
to ad,2
didn't laugh,2
sweet still,2
of terror,2
body sometimes,2
stay chorus,2
2x all,2
just thinkin,2
do dig,2
kickin it,2
of party,2
girl we're,2
we're gettin,2
trust if,2
u trust,2
takes is,2
ooh pretty,2
about cha,2
get such,2
shout your,2
crush crush,2
now ready,2
been dyin,2
the menu,2
wait baby,2
girl cuz,2
baby anything,2
and spirits,2
fantasy scandalous,2
up batman,2
batman get,2
be batman,2
press who,2
that vicky,2
bruce wayne,2
avoid all,2
other stop,2
2 ooh,2
he's out,2
pale moon,2
2 work,2
work batman,2
power oh,2
u power,2
out quite,2
around 4,2
hole the,2
we fill,2
got i'll,2
man woman,2
got u,2
lot i'm,2
stop try,2
my palace,2
brothers is,2
aye we,2
world this,2
yeah only,2
3 i,2
yeah lay,2
yeah y'all,2
pumpin the,2
noise in,2
help that,2
borrow some,2
thinking but,2
bet u,2
lights were,2
they bury,2
new we,2
fool tell,2
mother no,2
generation you've,2
got we,2
another baby,2
stella if,2
jerk around,2
and release,2
on release,2
your ugly,2
fine take,2
home me,2
an adventure,2
know party,2
hyped yeah,2
rap 2,2
my stella,2
she doing,2
doing over,2
women like,2
room dance,2
alone then,2
peep stella,2
here let's,2
question of,2
lost if,2
i remain,2
and crawl,2
questions in,2
2 choose,2
burning hot,2
night he's,2
saviour in,2
talking 2,2
paints a,2
stripped down,2
their very,2
a shy,2
down elephants,2
flowers what,2
down think,2
sorrow there,2
pain there,2
4 an,2
hold him,2
there or,2
found can,2
jump em,2
gladly pee,2
overflow i'll,2
won't waste,2
noise just,2
funk we,2
u choose,2
2 people,2
got as,2
strong man,2
girl or,2
got electric,2
getting stronger,2
chain around,2
yeah people,2
be funkin,2
funkin over,2
thangs like,2
for kicks,2
dignity and,2
the poets,2
one seemed,2
woman he,2
had never,2
never noticed,2
mean just,2
everytime she,2
words again,2
is truly,2
joy why,2
repetition love,2
again joy,2
down moving,2
little faith,2
faith like,2
dial a,2
machine hey,2
we imagine,2
2 that,2
that shall,2
in 2,2
machine are,2
me quietly,2
higher love,2
drink u,2
it ow,2
bang u,2
yeah u're,2
u're like,2
2 getcha,2
before u're,2
u bang,2
fire sweat,2
u u're,2
bombshell if,2
bang ooh,2
honey taste,2
bad you're,2
over bang,2
hey people,2
something my,2
lord shake,2
go dancing,2
shake but,2
keeping on,2
on shake,2
something shake,2
can shake,2
shake if,2
party now,2
oh shake,2
despair i,2
i'll surely,2
soul soul,2
soul like,2
gold gold,2
me tearing,2
man better,2
come lie,2
fellas yeah,2
we ready,2
morris i,2
tables r,2
r turned,2
sauce this,2
starts with,2
an m,2
drag i,2
like playing,2
cool they,2
here long,2
i'm nobody's,2
fool melody,2
went under,2
melody at,2
than u,2
cool well,2
round talkin,2
trouble trying,2
key everything,2
hand everybody,2
here young,2
good advice,2
melody long,2
r not,2
it glows,2
fine still,2
us still,2
only try,2
try then,2
find all,2
still still,2
light if,2
much u,2
try yes,2
yes still,2
so may,2
it's arms,2
child still,2
bridge something,2
bridge everybody's,2
perfect 1,2
cry everybody,2
fire a,2
leads a,2
future worth,2
4 i'm,2
4 everybodys,2
future a,2
alright everybody,2
ta do,2
true confession,2
confess well,2
was hanging,2
almost got,2
and nowhere,2
destroy and,2
bottom 2,2
our point,2
hope it's,2
flesh is,2
what shake,2
shake what,2
light take,2
born love,2
kiss was,2
running all,2
thru my,2
or this,2
tonight thunder,2
was truly,2
ooooo ooooo,2
wishin he,2
could sleep,2
pop brother,2
clock oh,2
be livin,2
over before,2
me four,2
wastin time,2
daddy while,2
blind get,2
steady steady,2
of fool,2
that thinks,2
boy would,2
shelf oh,2
only daddy,2
daddy one,2
pop check,2
phone oh,2
ain't home,2
about so,2
y'all oh,2
everybody wave,2
peace daddy,2
said right,2
love which,2
love decide,2
love d,2
the n,2
n to,2
pearls of,2
find take,2
be would,2
ya would,2
will hit,2
burnin desire,2
horn so,2
are fine,2
your guitar,2
dance why,2
chance it,2
shop let's,2
drive take,2
and ease,2
behind it,2
day he'll,2
car there's,2
rollin we,2
fun we,2
able i'm,2
truly mighty,2
mighty strong,2
strong like,2
destination i,2
willin willin,2
able able,2
table table,2
my deck,2
deck and,2
feeling 4,2
am u,2
say ready,2
highest mountain,2
say whatcha,2
somebody watch,2
willin able,2
hits u,2
i'm knockin,2
as not,2
offend or,2
or unnerve,2
a rumor,2
gettin served,2
ain't u,2
baby who,2
hard 4,2
wrong gett,2
u told,2
a tongue,2
could continue,2
against a,2
here we-so,2
we-so here,2
down honey,2
big dipper,2
off there's,2
walk where,2
from people,2
others do,2
a confident,2
talk until,2
rules just,2
fool that's,2
they wantcha,2
wantcha 2,2
wherever they,2
upon u,2
